"","Gene.Name","eventID","AS_type","chromosome_name","band"
"2709","Cr1l","ENSMUSG00000016481.15;AL:chr1:195098659:195098841-195111080:195103796:195103907-195111080:-","AL","1","qH6"
"2710","Zfp758","ENSMUSG00000044501.17;SE:chr17:22361707-22372036:22372088-22373643:+","SE","17","qA3.3"
"2711","Btrc","ENSMUSG00000025217.14;SE:chr19:45363886-45423133:45423240-45456533:+","SE","19","qC3"
"2712","Cfap53","ENSMUSG00000035394.11;AF:chr18:74283090:74283266-74299112:74294958:74295151-74299112:+","AF","18","qE2"
"2713","Prdm10","ENSMUSG00000042496.18;A3:chr9:31318571-31325627:31318571-31325681:+","A3","9","qA4"
"2714","Iqce","ENSMUSG00000036555.14;A5:chr5:140692924-140693411:140692924-140693415:-","A5","5","qG2"
"2715","Glmp","ENSMUSG00000001418.13;A5:chr3:88326312-88326411:88325931-88326411:+","A5","3","qF1"
"2716","Slc25a44","ENSMUSG00000050144.13;A5:chr3:88421138-88424728:88421138-88424846:-","A5","3","qF1"
"2717","Ep400","ENSMUSG00000029505.17;SE:chr5:110698916-110700522:110700764-110701621:-","SE","5","qF"
"2718","Commd4","ENSMUSG00000032299.10;AF:chr9:57156555-57156775:57156975:57156555-57157067:57157123:-","AF","9","qB"
"2719","Slc17a9","ENSMUSG00000023393.15;RI:chr2:180731880:180732077-180732433:180732572:+","RI","2","qH4"
"2720","Tfdp1","ENSMUSG00000038482.11;AF:chr8:13338791:13338911-13339665:13339326:13339440-13339665:+","AF","8","qA1.1"
"2721","Il34","ENSMUSG00000031750.15;AF:chr8:110755650-110790789:110790888:110755650-110805734:110805903:-","AF","8","qE1"
"2722","Cnot4","ENSMUSG00000038784.13;SE:chr6:35023432-35024128:35024340-35051062:-","SE","6","qB1"
"2723","Dlgap4","ENSMUSG00000061689.15;SE:chr2:156746196-156748332:156748403-156748944:+","SE","2","qH1"
"2724","Ric8a","ENSMUSG00000025485.13;AL:chr7:140861959-140862311:140862959:140861959-140863198:140864372:+","AL","7","qF4"
"2725","Ube3a","ENSMUSG00000025326.12;MX:chr7:59229271-59240967:59241033-59247173:59229271-59243350:59243469-59247173:+","MX","7","qB5"
"2726","Plcd1","ENSMUSG00000010660.3;AF:chr9:119084754-119088068:119088261:119084754-119093358:119093502:-","AF","9","qF3"
"2727","Nt5c3b","ENSMUSG00000017176.17;AF:chr11:100440254-100440928:100441020:100440254-100441044:100441073:-","AF","11","qD"
"2728","Moap1","ENSMUSG00000096458.7;A5:chr12:102743394-102743499:102743394-102743543:-","A5","12","qE"
"2729","Lman1","ENSMUSG00000041891.15;AF:chr18:65998720-66002374:66002637:65998720-66019665:66019778:-","AF","18","qE1"
"2730","Osbpl9","ENSMUSG00000028559.17;MX:chr4:109133820-109156655:109156733-109202105:109133820-109172274:109172324-109202105:-","MX","4","qC7"
"2731","Efcab9","ENSMUSG00000044056.3;AF:chr11:32524540-32527385:32527579:32524540-32531979:32532081:-","AF","11","qA4"
"2732","Clk2","ENSMUSG00000068917.12;SE:chr3:89168923-89169618:89169702-89170049:+","SE","3","qF1"
"2733","Faf2","ENSMUSG00000025873.15;SE:chr13:54645321-54648292:54648430-54649978:+","SE","13","qB1"
"2734","Gnb2","ENSMUSG00000029713.15;AF:chr5:137530840-137531607:137531758:137530840-137533139:137533510:-","AF","5","qG2"
"2735","Tm4sf20","ENSMUSG00000026149.2;SE:chr1:82757711-82760168:82760319-82763927:-","SE","1","qC5"
"2736","Emx2","ENSMUSG00000043969.4;SE:chr19:59459624-59461662:59461846-59463880:+","SE","19","qD3"
"2737","Atp5j2","ENSMUSG00000038690.15;SE:chr5:145187233-145188193:145188258-145191503:-","SE","5","qG2"
"2738","Iqck","ENSMUSG00000073856.11;SE:chr7:118855961-118872821:118872894-118876242:+","SE","7","qF1"
"2739","Slc25a45","ENSMUSG00000024818.14;SE:chr19:5878095-5878607:5878691-5879849:+","SE","19","qA"
"2740","Dcun1d2","ENSMUSG00000038506.13;AL:chr8:13255963:13257976-13271590:13259903:13261467-13271590:-","AL","8","qA1.1"
"2741","Pi4kb","ENSMUSG00000038861.14;SE:chr3:95004372-95004634:95004754-95005759:+","SE","3","qF2.1"
"2742","Ambra1","ENSMUSG00000040506.16;SE:chr2:91805110-91810030:91810209-91824460:+","SE","2","qE1"
"2743","Pkn3","ENSMUSG00000026785.14;AF:chr2:30077743:30077799-30079534:30078213:30078345-30079534:+","AF","2","qB"
"2744","Ing1","ENSMUSG00000045969.8;A5:chr8:11557045-11561418:11556095-11561418:+","A5","8","qA1.1"
"2745","Slc39a5","ENSMUSG00000039878.12;A5:chr10:128400156-128400232:128400156-128400434:-","A5","10","qD3"
"2746","Mink1","ENSMUSG00000020827.18;SE:chr11:70608426-70608589:70608699-70608840:+","SE","11","qB3"
"2747","Set","ENSMUSG00000054766.13;AF:chr2:30061853:30062280-30068269:30066456:30066893-30068269:+","AF","2","qB"
"2748","Tmem208","ENSMUSG00000014856.12;RI:chr8:105328322:105328484-105328608:105328692:+","RI","8","qD3"
"2749","R3hdm1","ENSMUSG00000056211.13;AF:chr1:128103321:128103483-128151744:128141964:128142092-128151744:+","AF","1","qE3"
"2750","Smagp","ENSMUSG00000053559.12;A5:chr15:100636255-100636559:100636255-100636749:-","A5","15","qF1"
"2751","Fus","ENSMUSG00000030795.18;A3:chr7:127979993-127980123:127979993-127980210:+","A3","7","qF3"
"2752","Zbtb7b","ENSMUSG00000028042.15;AF:chr3:89393135-89393311:89393378:89393135-89393477:89393635:-","AF","3","qF1"
"2753","Krtcap3","ENSMUSG00000029149.14;A5:chr5:31253007-31253094:31253002-31253094:+","A5","5","qB1"
"2754","Gipr","ENSMUSG00000030406.7;RI:chr7:19159746:19159834-19159961:19160030:-","RI","7","qA3"
"2755","Gipr","ENSMUSG00000030406.7;RI:chr7:19160331:19160391-19160595:19160754:-","RI","7","qA3"
"2756","Foxm1","ENSMUSG00000001517.14;SE:chr6:128371085-128371968:128372012-128372531:+","SE","6","qF3"
"2757","Fam3c","ENSMUSG00000029672.16;SE:chr6:22339377-22343266:22343319-22355995:-","SE","6","qA3.1"
"2758","Slx4ip","ENSMUSG00000027281.16;SE:chr2:137000273-137004934:137005054-137044000:+","SE","2","qF3"
"2759","Evi5","ENSMUSG00000011831.16;A3:chr5:107821894-107837421:107821816-107837421:-","A3","5","qF"
"2760","Lpin2","ENSMUSG00000024052.17;AL:chr17:71231519-71232078:71232306:71231519-71233828:71235119:+","AL","17","qE1.3"
"2761","Ccdc50","ENSMUSG00000038127.14;AF:chr16:27388869:27389137-27405647:27389936:27389988-27405647:+","AF","16","qB2"
"2762","Ccnc","ENSMUSG00000028252.20;SE:chr4:21746774-21747483:21747576-21748137:+","SE","4","qA3"
"2763","Pomgnt1","ENSMUSG00000028700.14;AF:chr4:116137755:116137828-116151065:116150525:116150617-116151065:+","AF","4","qD1"
"2764","Nrg1","ENSMUSG00000062991.7;AF:chr8:31968185-32009010:32009451:31968185-32883516:32883862:-","AF","8","qA3"
"2765","Caps2","ENSMUSG00000035694.15;SE:chr10:112183072-112190952:112191071-112194928:+","SE","10","qD2"
"2766","Fkbp8","ENSMUSG00000019428.16;AF:chr8:70527724:70527836-70529391:70528816:70529266-70529391:+","AF","8","qB3.3"
"2767","Dusp11","ENSMUSG00000030002.15;A3:chr6:85955404-85958584:85955400-85958584:-","A3","6","qC3"
"2768","Tnk2","ENSMUSG00000022791.16;A5:chr16:32670230-32670792:32670216-32670792:+","A5","16","qB3"
"2769","Pih1d1","ENSMUSG00000003423.15;AF:chr7:45154303:45154420-45156306:45155943:45156055-45156306:+","AF","7","qB3"
"2770","Vav2","ENSMUSG00000009621.18;RI:chr2:27269581:27269667-27270128:27270215:-","RI","2","qA3"
"2771","Borcs8","ENSMUSG00000002345.17;AF:chr8:70139499:70139772-70141864:70140277:70140356-70141864:+","AF","8","qB3.3"
"2772","Foxp4","ENSMUSG00000023991.16;A3:chr17:47878497-47878607:47878494-47878607:-","A3","17","qC"
"2773","Nle1","ENSMUSG00000020692.14;RI:chr11:82902995:82903133-82904090:82904136:-","RI","11","qC"
"2774","Ppp5c","ENSMUSG00000003099.11;SE:chr7:17015545-17022415:17022656-17027693:-","SE","7","qA2"
"2775","Tcte2","ENSMUSG00000038347.14;AL:chr17:13482553:13483004-13496617:13489273:13490839-13496617:-","AL","17","qA1-qA2"
"2776","Mtif3","ENSMUSG00000016510.11;A5:chr5:146959276-146963712:146959276-146963766:-","A5","5","qG3"
"2777","Ly6e","ENSMUSG00000022587.14;SE:chr15:74955335-74955567:74955717-74957777:+","SE","15","qD3"
"2778","N4bp2l2","ENSMUSG00000029655.17;AF:chr5:150662513-150665151:150665346:150662513-150665501:150665612:-","AF","5","qG3"
"2779","Ciart","ENSMUSG00000038550.10;SE:chr3:95881058-95881181:95881589-95882155:-","SE","3","qF2.1"
"2780","Atraid","ENSMUSG00000013622.15;A3:chr5:31054058-31054263:31054058-31054315:+","A3","5","qB1"
"2781","Cacfd1","ENSMUSG00000015488.14;AL:chr2:27015609-27015943:27016849:27015609-27017079:27017435:+","AL","2","qA3"
"2782","Fsd1l","ENSMUSG00000054752.16;A3:chr4:53686517-53693984:53686517-53693987:+","A3","4","qB2"
"2783","Fez1","ENSMUSG00000032118.16;SE:chr9:36844017-36846788:36846861-36850347:+","SE","9","qA4"
"2784","Arhgap12","ENSMUSG00000041225.16;SE:chr18:6052923-6056979:6056993-6057517:-","SE","18","qA1"
"2785","Steap2","ENSMUSG00000015653.13;SE:chr5:5683055-5683292:5683417-5693958:-","SE","5","qA1"
"2786","R3hdm1","ENSMUSG00000056211.13;SE:chr1:128151952-128153189:128153399-128167893:+","SE","1","qE3"
"2787","Tcn2","ENSMUSG00000020432.12;A5:chr11:3931587-3931976:3931587-3932013:-","A5","11","qA1"
"2788","Tnfsfm13","ENSMUSG00000018752.19;A3:chr11:69684336-69684485:69684333-69684485:-","A3","11","qB3"
"2789","Tnfsfm13","ENSMUSG00000018752.19;A3:chr11:69695444-69695596:69695441-69695596:-","A3","11","qB3"
"2790","Vps11","ENSMUSG00000032127.9;A5:chr9:44355850-44356228:44355850-44356295:-","A5","9","qA5.2"
"2791","Cops7a","ENSMUSG00000030127.15;AF:chr6:124964928-124965219:124965290:124964928-124965402:124965538:-","AF","6","qF2"
"2792","Actb","ENSMUSG00000029580.14;AF:chr5:142905692-142905849:142905937:142905692-142906652:142906725:-","AF","5","qG2"
"2793","Cyb5r1","ENSMUSG00000026456.18;SE:chr1:134406462-134406599:134406671-134407046:+","SE","1","qE4"
"2794","Ect2","ENSMUSG00000027699.19;SE:chr3:27147019-27148795:27148887-27148993:-","SE","3","qA3"
"2795","Prdx6","ENSMUSG00000026701.15;A5:chr1:161247413-161250994:161247413-161251022:-","A5","1","qH2.1"
"2796","Eefsec","ENSMUSG00000033216.9;SE:chr6:88258391-88272022:88272101-88281549:-","SE","6","qD1"
"2797","Trmt10b","ENSMUSG00000035601.9;SE:chr4:45300627-45301236:45301350-45304264:+","SE","4","qB1"
"2798","Timm10b","ENSMUSG00000089847.8;A5:chr7:105641228-105641622:105641160-105641622:+","A5","7","qE3"
"2799","Pml","ENSMUSG00000036986.16;SE:chr9:58220569-58221715:58221865-58229355:-","SE","9","qB"
"2800","Hltf","ENSMUSG00000002428.12;AF:chr3:20057811:20058007-20058899:20058291:20058524-20058899:+","AF","3","qA2"
"2801","Zfp239","ENSMUSG00000042097.17;AF:chr6:117862100:117862292-117870256:117863084:117863142-117870256:+","AF","6","qF1"
"2802","Xpnpep3","ENSMUSG00000022401.11;A3:chr15:81414548-81415847:81414548-81415903:+","A3","15","qE1"
"2803","Csgalnact1","ENSMUSG00000036356.15;A3:chr8:68719494-68735026:68719157-68735026:-","A3","8","qB3.3"
"2804","9030624J02Rik","ENSMUSG00000030982.18;SE:chr7:118809976-118811805:118811882-118813530:+","SE","7","qF1"
"2805","Ift57","ENSMUSG00000032965.10;SE:chr16:49699549-49701854:49702016-49703150:+","SE","16","qB5"
"2806","Ccdc130","ENSMUSG00000004994.12;SE:chr8:84258926-84259113:84259251-84260294:-","SE","8","qC3"
"2807","Arhgap32","ENSMUSG00000041444.14;SE:chr9:32152013-32152668:32152709-32153040:+","SE","9","qA4"
"2808","Alg13","ENSMUSG00000041718.15;SE:chrX:144356961-144363865:144364107-144367899:+","SE","X","qF2"
"2809","Capg","ENSMUSG00000056737.14;AF:chr6:72544391:72544466-72555273:72549652:72549868-72555273:+","AF","6","qC1"
"2810","Obfc1","ENSMUSG00000042694.17;AL:chr19:47501033:47501717-47507806:47507205:47507598-47507806:-","AL","19","qC3"
"2811","Tmem40","ENSMUSG00000059900.14;SE:chr6:115736436-115738948:115739022-115741541:-","SE","6","qE3"
"2812","Mospd2","ENSMUSG00000061778.10;AL:chrX:164936169:164937084-164939643:164938209:164938692-164939643:-","AL","X","qF5"
"2813","Tns1","ENSMUSG00000055322.15;SE:chr1:73928110-73935898:73935936-73937225:-","SE","1","qC3"
"2814","Slc35a2","ENSMUSG00000031156.18;A3:chrX:7889763-7892140:7889763-7892730:+","A3","X","qA1.1"
"2815","Calml4","ENSMUSG00000032246.14;MX:chr9:62858161-62858242:62858272-62871266:62858161-62868677:62868817-62871266:+","MX","9","qB"
"2816","Pxmp2","ENSMUSG00000029499.11;SE:chr5:110277774-110281197:110281359-110283646:-","SE","5","qF"
"2817","Sgk1","ENSMUSG00000019970.15;AF:chr10:21992223:21992407-21994966:21994666:21994825-21994966:+","AF","10","qA3"
"2818","Rgs2","ENSMUSG00000026360.9;RI:chr1:144002780:144002841-144002952:144003053:-","RI","1","qF"
"2819","Tmem40","ENSMUSG00000059900.14;AF:chr6:115742387-115758938:115758999:115742387-115762273:115762410:-","AF","6","qE3"
"2820","Ilf3","ENSMUSG00000032178.14;AF:chr9:21368532:21368602-21387700:21373473:21373582-21387700:+","AF","9","qA3"
"2821","Stard10","ENSMUSG00000030688.15;MX:chr7:101343287-101343917:101344034-101345892:101343287-101345635:101345687-101345892:+","MX","7","qE2"
"2822","Lgals8","ENSMUSG00000057554.13;A5:chr13:12459316-12461241:12459316-12461427:-","A5","13","qA1"
"2823","Tle3","ENSMUSG00000032280.16;A5:chr9:61394712-61401853:61394682-61401853:+","A5","9","qB"
"2824","Bicc1","ENSMUSG00000014329.14;SE:chr10:70925378-70927715:70927794-70930591:-","SE","10","qB5.3"
"2825","Bicc1","ENSMUSG00000014329.14;AF:chr10:71079236-71146817:71146860:71079236-71159421:71159700:-","AF","10","qB5.3"
"2826","Dsc2","ENSMUSG00000024331.11;SE:chr18:20048394-20048783:20048817-20050006:-","SE","18","qA2"
"2827","Fggy","ENSMUSG00000028573.18;MX:chr4:95837659-95844073:95844193-95922925:95837659-95849582:95849676-95922925:+","MX","4","qC5"
"2828","1700008O03Rik","ENSMUSG00000008028.15;AL:chr7:44362682:44363015-44385610:44378887:44380920-44385610:-","AL","7","qB3"
"2829","Mbnl1","ENSMUSG00000027763.13;SE:chr3:60621458-60622146:60622240-60625124:+","SE","3","qD"
"2830","Cxcl12","ENSMUSG00000061353.11;A3:chr6:117173578-117176086:117173578-117178583:+","A3","6","qF1"
"2831","Oraov1","ENSMUSG00000031072.14;AL:chr7:144919341-144919610:144921134:144919341-144931420:144931701:+","AL","7","qF5"
"2832","Dxo","ENSMUSG00000040482.15;SE:chr17:34837754-34837901:34838136-34838226:+","SE","17","qB1"
"2833","Gtf3c2","ENSMUSG00000106864.3;AF:chr5:31174495-31179645:31179849:31174495-31179884:31179909:-","AF","5","qB1"
"2834","Rpl7","ENSMUSG00000043716.13;AF:chr1:16103684-16104137:16104227:16103684-16104365:16104384:-","AF","1","qA3"
"2835","Ube2i","ENSMUSG00000015120.15;AF:chr17:25269479-25273321:25273534:25269479-25274173:25274310:-","AF","17","qA3.3"
"2836","Csnk1g1","ENSMUSG00000032384.16;AF:chr9:65908986:65909168-65950016:65924235:65924262-65950016:+","AF","9","qC"
"2837","Fam171a1","ENSMUSG00000050530.14;AF:chr2:3114224:3114265-3178236:3118382:3118652-3178236:+","AF","2","qA1"
"2838","Podn","ENSMUSG00000028600.15;A3:chr4:108018942-108021154:108018864-108021154:-","A3","4","qC7"
"2839","Ercc4","ENSMUSG00000022545.13;A5:chr16:13111911-13121996:13111884-13121996:+","A5","16","qA1"
"2840","Synj2","ENSMUSG00000023805.16;AL:chr17:6035559-6037384:6039390:6035559-6043954:6044290:+","AL","17","qA1"
"2841","Cul9","ENSMUSG00000040327.16;MX:chr17:46502495-46502613:46502687-46503089:46502495-46502688:46502786-46503089:-","MX","17","qC"
"2842","Cmc1","ENSMUSG00000039163.10;A5:chr9:118115429-118150017:118115429-118150068:-","A5","9","qF3"
"2843","Supt20","ENSMUSG00000027751.13;SE:chr3:54720461-54722557:54722640-54725970:+","SE","3","qC"
"2844","Il15","ENSMUSG00000031712.10;A3:chr8:82334606-82337566:82334558-82337566:-","A3","8","qC2"
"2845","Hnrnpa2b1","ENSMUSG00000004980.16;SE:chr6:51461433-51461920:51462055-51463411:-","SE","6","qB3"
"2846","Kcnq3","ENSMUSG00000056258.8;AF:chr15:66031470-66103134:66103254:66031470-66285836:66286224:-","AF","15","qD1"
"2847","Enox2","ENSMUSG00000031109.16;MX:chrX:49080751-49168641:49168784-49288101:49080751-49286845:49286904-49288101:-","MX","X","qA5"
"2848","Rmnd5b","ENSMUSG00000001054.9;A3:chr11:51629661-51635590:51629626-51635590:-","A3","11","qB1.3"
"2849","Fto","ENSMUSG00000055932.15;AL:chr8:91409841-91441663:91444766:91409841-91468317:91468391:+","AL","8","qC5"
"2850","Rnaseh2b","ENSMUSG00000021932.13;A3:chr14:62346642-62348521:62346642-62348562:+","A3","14","qD1"
"2851","Polg2","ENSMUSG00000020718.12;SE:chr11:106777561-106778717:106778807-106779084:-","SE","11","qE1"
"2852","Capg","ENSMUSG00000056737.14;AF:chr6:72545793:72545865-72555273:72549652:72549868-72555273:+","AF","6","qC1"
"2853","Cnep1r1","ENSMUSG00000036810.16;AL:chr8:88130401-88130736:88130854:88130401-88133788:88135110:+","AL","8","qC3"
"2854","Dap3","ENSMUSG00000068921.14;SE:chr3:88927070-88928209:88928367-88928447:-","SE","3","qF1"
"2855","Pqbp1","ENSMUSG00000031157.10;A5:chrX:7898636-7898771:7898636-7898966:-","A5","X","qA1.1"
"2856","Ociad2","ENSMUSG00000029153.11;AF:chr5:73335945-73338531:73338558:73335945-73340861:73341028:-","AF","5","qC3.2"
"2857","Srrt","ENSMUSG00000037364.11;SE:chr5:137298880-137299558:137299672-137299749:-","SE","5","qG2"
"2858","Kdm4b","ENSMUSG00000024201.12;A3:chr17:56394889-56396204:56394889-56396222:+","A3","17","qD"
"2859","Arhgap33","ENSMUSG00000036882.7;SE:chr7:30533032-30534103:30534212-30534926:-","SE","7","qB1"
"2860","Gpcpd1","ENSMUSG00000027346.15;SE:chr2:132556976-132558607:132558682-132564627:-","SE","2","qF2"
"2861","Sgf29","ENSMUSG00000030714.14;A5:chr7:126671667-126671734:126671660-126671734:+","A5","7","qF3"
"2862","Fam193a","ENSMUSG00000037210.16;SE:chr5:34440233-34440348:34440590-34443301:+","SE","5","qB2"
"2863","Sirt7","ENSMUSG00000025138.14;MX:chr11:120619049-120619149:120619290-120620163:120619049-120619683:120619767-120620163:-","MX","11","qE2"
"2864","Cped1","ENSMUSG00000062980.15;SE:chr6:22017086-22051293:22051399-22059877:+","SE","6","qA3.1"
"2865","Gmppb","ENSMUSG00000070284.10;RI:chr9:108050849:108050976-108051060:108051242:+","RI","9","qF1"
"2866","Palmd","ENSMUSG00000033377.14;A5:chr3:116953137-116968498:116953137-116968911:-","A5","3","qG1"
"2867","Zfp940","ENSMUSG00000050855.16;RI:chr7:29846469:29846564-29846834:29846960:-","RI","7","qB1"
"2868","Ube2m","ENSMUSG00000005575.16;A5:chr7:13036660-13037595:13036660-13037621:-","A5","7","qA1"
"2869","Ndufb5","ENSMUSG00000027673.12;AL:chr3:32748567-32748787:32748900:32748567-32751029:32751230:+","AL","3","qA3"
"2870","Dnajc4","ENSMUSG00000024963.11;A3:chr19:6989587-6989681:6989584-6989681:-","A3","19","qA"
"2871","Miip","ENSMUSG00000029022.18;AF:chr4:147866419-147868369:147868499:147866419-147868502:147868816:-","AF","4","qE2"
"2872","Hps4","ENSMUSG00000042328.13;A3:chr5:112343163-112344044:112343163-112344132:+","A3","5","qF"
"2873","Atg4d","ENSMUSG00000002820.6;RI:chr9:21268251:21268527-21268605:21268669:+","RI","9","qA3"
"2874","Clu","ENSMUSG00000022037.14;AF:chr14:65969718:65969899-65971732:65971303:65971544-65971732:+","AF","14","qD1"
"2875","Hdac9","ENSMUSG00000004698.10;A3:chr12:34433231-34437137:34433222-34437137:-","A3","12","qA3"
"2876","Clu","ENSMUSG00000022037.14;AF:chr14:65968654:65968688-65971732:65971303:65971544-65971732:+","AF","14","qD1"
"2877","Coro6","ENSMUSG00000020836.15;SE:chr11:77466599-77467750:77467869-77468266:+","SE","11","qB5"
"2878","Cpsf6","ENSMUSG00000055531.12;A3:chr10:117349501-117355935:117349467-117355935:-","A3","10","qD2"
"2879","Myo10","ENSMUSG00000022272.17;SE:chr15:25623030-25666426:25666524-25701562:+","SE","15","qB1"
"2880","Uhrf1","ENSMUSG00000001228.14;AF:chr17:56304348:56304393-56305086:56304407:56304483-56305086:+","AF","17","qD"
"2881","Exosc3","ENSMUSG00000028322.11;AF:chr4:45319699-45320271:45320629:45319699-45342675:45342732:-","AF","4","qB1"
"2882","Dnm2","ENSMUSG00000033335.17;AL:chr9:21505715-21506333:21507126:21505715-21507423:21507754:+","AL","9","qA3"
"2883","Pcdh10","ENSMUSG00000049100.15;AL:chr3:45392874-45419407:45423711:45392874-45432474:45435623:+","AL","3","qB"
"2884","Rpl18a","ENSMUSG00000045128.9;SE:chr8:70895507-70895600:70895709-70895916:-","SE","8","qB3.3"
"2885","Smg5","ENSMUSG00000001415.10;AF:chr3:88336260:88336497-88341858:88340720:88340858-88341858:+","AF","3","qF1"
"2886","Nfic","ENSMUSG00000055053.17;SE:chr10:81405008-81406089:81406214-81407555:-","SE","10","qC1"
"2887","Jak2","ENSMUSG00000024789.12;SE:chr19:29252118-29252437:29252519-29262183:+","SE","19","qC1"
"2888","Rbbp7","ENSMUSG00000031353.13;AF:chrX:162760421:162760707-162761575:162761066:162761163-162761575:+","AF","X","qF4"
"2889","Pfdn5","ENSMUSG00000001289.12;A3:chr15:102326260-102326433:102326260-102326818:+","A3","15","qF3"
"2890","Tgfb2","ENSMUSG00000039239.14;SE:chr1:186649898-186690721:186690804-186704429:-","SE","1","qH5"
"2891","Adgre5","ENSMUSG00000002885.14;SE:chr8:83729525-83730111:83730257-83733414:-","SE","8","qC2"
"2892","Macf1","ENSMUSG00000028649.17;SE:chr4:123440791-123441603:123441665-123444835:-","SE","4","qD2.2"
"2893","Sun1","ENSMUSG00000036817.14;SE:chr5:139230838-139231127:139231237-139233471:+","SE","5","qG2"
"2894","Sos2","ENSMUSG00000034801.13;A3:chr12:69618183-69627217:69618180-69627217:-","A3","12","qC2"
"2895","Capg","ENSMUSG00000056737.14;AF:chr6:72549432:72549501-72555273:72549652:72549868-72555273:+","AF","6","qC1"
"2896","Rnf214","ENSMUSG00000042790.16;SE:chr9:45898491-45900211:45900256-45904806:-","SE","9","qA5.2"
"2897","Surf2","ENSMUSG00000014873.15;RI:chr2:26917428:26917531-26918865:26919055:+","RI","2","qA3"
"2898","Emsy","ENSMUSG00000035401.9;A3:chr7:98593985-98594752:98593810-98594752:-","A3","7","qE1"
"2899","Wdtc1","ENSMUSG00000037622.14;AF:chr4:133323974-133338996:133339324:133323974-133352786:133352878:-","AF","4","qD2.3"
"2900","Rnf214","ENSMUSG00000042790.16;SE:chr9:45866661-45866947:45867051-45867500:-","SE","9","qA5.2"
"2901","Wdr90","ENSMUSG00000073434.11;A5:chr17:25860542-25860655:25860542-25860709:-","A5","17","qA3.3"
"2902","Imp4","ENSMUSG00000026127.13;SE:chr1:34443695-34443769:34443923-34443997:+","SE","1","qB"
"2903","Scap","ENSMUSG00000032485.14;A3:chr9:110372354-110372976:110372354-110373032:+","A3","9","qF2"
"2904","Fbxo17","ENSMUSG00000030598.15;A3:chr7:28736203-28737339:28736203-28737665:+","A3","7","qB1"
"2905","Zc3h7a","ENSMUSG00000037965.14;A5:chr16:11141771-11145180:11141771-11145242:-","A5","16","qA1"
"2906","Agpat2","ENSMUSG00000026922.13;A5:chr2:26597337-26604029:26597337-26604124:-","A5","2","qA3"
"2907","Tmem237","ENSMUSG00000038079.14;A5:chr1:59118006-59119952:59118006-59119997:-","A5","1","qC1.3"
"2908","Traf7","ENSMUSG00000052752.15;SE:chr17:24514217-24514713:24514866-24516505:-","SE","17","qA3.3"
"2909","Hmox2","ENSMUSG00000004070.15;AF:chr16:4726363:4726471-4762559:4741581:4741739-4762559:+","AF","16","qA1"
"2910","Ppp4c","ENSMUSG00000030697.7;AL:chr7:126787220:126787346-126788117:126787468:126787610-126788117:-","AL","7","qF3"
"2911","Cmip","ENSMUSG00000034390.16;AF:chr8:117257064:117257401-117377075:117349170:117349375-117377075:+","AF","8","qE1"
"2912","Ccdc159","ENSMUSG00000006241.16;SE:chr9:21932990-21933546:21933613-21933696:+","SE","9","qA3"
"2913","Nadk2","ENSMUSG00000022253.14;SE:chr15:9085806-9091175:9091258-9092714:+","SE","15","qA1"
"2914","Zfp764","ENSMUSG00000045757.6;A5:chr7:127406279-127406421:127406279-127406458:-","A5","7","qF3"
"2915","Ppih","ENSMUSG00000060288.13;AL:chr4:119300010:119300202-119310759:119307160:119307883-119310759:-","AL","4","qD2.1"
"2916","Slc39a13","ENSMUSG00000002105.15;A3:chr2:91065739-91066013:91065714-91066013:-","A3","2","qE1"
"2917","Tspan4","ENSMUSG00000025511.14;AF:chr7:141475240:141475497-141482487:141476400:141476478-141482487:+","AF","7","qF5"
"2918","Bdh1","ENSMUSG00000046598.14;AF:chr16:31428748:31428987-31437992:31429299:31429591-31437992:+","AF","16","qB2"
"2919","Crip1","ENSMUSG00000006360.11;RI:chr12:113153618:113153664-113153775:113153879:+","RI","12","qF1"
"2920","Sema3b","ENSMUSG00000057969.15;A3:chr9:107600107-107600330:107600040-107600330:-","A3","9","qF1"
"2921","Nop56","ENSMUSG00000027405.16;SE:chr2:130276653-130277032:130277314-130277476:+","SE","2","qF1"
"2922","Gsn","ENSMUSG00000026879.14;SE:chr2:35256473-35266820:35266903-35283905:+","SE","2","qB"
"2923","Gata4","ENSMUSG00000021944.15;A3:chr14:63204758-63240536:63204755-63240536:-","A3","14","qD1"
"2924","Trak1","ENSMUSG00000032536.11;SE:chr9:121460577-121466907:121466977-121468985:+","SE","9","qF4"
"2925","Fen1","ENSMUSG00000024742.15;A5:chr19:10201097-10203699:10201097-10203804:-","A5","19","qA"
"2926","Sec31a","ENSMUSG00000035325.16;SE:chr5:100386203-100388534:100388611-100389068:-","SE","5","qE4"
"2927","Lamc1","ENSMUSG00000026478.14;A3:chr1:153231871-153233485:153231807-153233485:-","A3","1","qG3"
"2928","Nsun5","ENSMUSG00000000916.15;A5:chr5:135375105-135375275:135375065-135375275:+","A5","5","qG2"
"2929","Usf2","ENSMUSG00000058239.13;AF:chr7:30955440-30956149:30956176:30955440-30956696:30956757:-","AF","7","qB1"
"2930","Nt5c3b","ENSMUSG00000017176.17;AF:chr11:100440254-100440829:100440929:100440254-100441044:100441073:-","AF","11","qD"
"2931","Tlr5","ENSMUSG00000079164.8;A3:chr1:182969141-182969686:182969141-182969710:+","A3","1","qH5"
"2932","Golga2","ENSMUSG00000002546.16;SE:chr2:32292215-32296626:32296721-32296965:+","SE","2","qB"
